,cbg,Si
0,10730059033,0.12719919025783705
1,10730059031,0.18200351402533313
2,10730059053,0.175770082414271
3,10730059051,0.18733873887442398
4,10730057023,0.2967743456355165
5,10730124021,0.1481341348615695
6,10730124022,0.07540653320327324
7,10730106023,0.10107339488244461
8,10730124023,0.22649860503121325
9,10730124031,0.22666986326448169
10,10730125003,0.21023612681602222
11,10730001005,0.11944571907385328
12,10730001003,0.20895743428516622
13,10730003001,0.2041994041309928
14,10730003002,0.21348356020835385
15,10730003003,0.18254404204472421
16,10730004001,0.08778274151578815
17,10730004002,0.20705153459669395
18,10730004003,0.29616928013376925
19,10730004004,0.1593812239441281
20,10730059052,0.17165782771066787
21,10730059071,0.1718982221501865
22,10730059082,0.05895262366167038
23,10730059083,0.17996702941300527
24,10730125001,0.21852576162403925
25,10730125004,0.03125495728213086
26,10730126021,0.2959091254962606
27,10730004005,0.07013340952572106
28,10730005001,0.11988252996100973
29,10730005003,0.13499443788555418
30,10730007003,0.3726958707780188
31,10730007002,0.2712783216327431
32,10730008001,0.17244512830682304
33,10730059081,0.12700221583417004
34,10730100012,0.19084097296485442
35,10730100014,0.18175112338982205
36,10730100022,0.25393776767317056
37,10730100023,0.15659961082461393
38,10730126022,0.2867124075836678
39,10730127014,0.3554897885866697
40,10730127013,0.19081666892288965
41,10730128022,0.36433403364782674
42,10730141024,0.33576543019091176
43,10730008002,0.18823898969262454
44,10730008005,0.11415825972413726
45,10730008004,0.1090107797727063
46,10730011001,0.23100560690383123
47,10730011002,0.1208357198609732
48,10730011004,0.19056347162024806
49,10730011005,0.19624628285047319
50,10730100024,0.10397665026118603
51,10730101001,0.4359204515420063
52,10730102002,0.34310201373637056
53,10730102003,0.20759855372608166
54,10730103011,0.15064047028914407
55,10730103012,0.10024469798302162
56,10730104015,0.1649101807705586
57,10730129101,0.40635815479162274
58,10730129052,0.37578443416528184
59,10730011003,0.07333170954602702
60,10730012001,0.1621233012120056
61,10730012002,0.2741206116782791
62,10730012004,
63,10730014001,0.19769614166425137
64,10730014003,0.10947944958529465
65,10730014002,0.22976315690824758
66,10730015004,0.1410111423059644
67,10730015001,
68,10730104011,0.1445729761037235
69,10730104012,0.1898296877990854
70,10730104014,0.2227350238696751
71,10730104013,0.1890803341503005
72,10730104021,0.18195418603782323
73,10730105001,0.22180984803205464
74,10730105002,0.35797520266172234
75,10730105003,
76,10730106021,0.22700303457304272
77,10730106024,0.3562440631362825
78,10730106025,0.12667492009983322
79,10730020003,0.3719063278090228
80,10730129071,0.378855689191231
81,10730130021,0.22304736897516508
82,10730015003,0.41381852046706885
83,10730016003,0.1455972343533161
84,10730019022,0.08388506164734257
85,10730019023,0.06330730501022037
86,10730020001,0.1343981965434083
87,10730132002,0.21542464135914696
88,10730106026,0.20686600367621516
89,10730106022,0.17993427072946494
90,10730106031,0.227665961326399
91,10730107021,0.3341352530930262
92,10730107022,0.30664346630754596
93,10730107023,0.46830514726626193
94,10730107031,0.35514630316297013
95,10730130022,0.1659726249891494
96,10730131002,0.23934020324674354
97,10730131003,0.13911581667269116
98,10730030023,0.34778093396172227
99,10730133003,0.1475673952481963
100,10730134002,0.10755942902028245
101,10730134004,0.23700924434049303
102,10730021001,0.0647247029177839
103,10730021002,0.15997757091521664
104,10730022001,0.25140102247548396
105,10730023032,0.09015431426909672
106,10730023033,0.27178913053008025
107,10730023051,0.31509219464270877
108,10730023063,0.5124451820301342
109,10730107041,0.26581111077073666
110,10730107042,0.2982909965087939
111,10730107051,0.34167136716946056
112,10730107061,0.25470224485706117
113,10730108011,0.42546050975415983
114,10730108012,0.4789521884505186
115,10730134001,0.12159636235621538
116,10730134003,0.2792371103860682
117,10730136012,0.20937353212665757
118,10730136013,0.19939724010540574
119,10730136014,0.12874052689126914
120,10730139011,0.13875870760111328
121,10730024002,0.2277142510480999
122,10730024004,0.210824829493116
123,10730024006,0.07051510210851794
124,10730023061,0.5294979866395427
125,10730027002,0.17015829716111486
126,10730108051,0.4081629503313573
127,10730109001,0.12298018505067645
128,10730109003,0.1409306439086442
129,10730109005,0.09629030789172072
130,10730139021,0.21910325145060053
131,10730139022,0.23387833781087541
132,10730141022,0.25478130446251024
133,10730141041,0.2340437340730423
134,10730029001,0.22631670748889668
135,10730029002,0.3042086381827382
136,10730030011,0.14956865157949706
137,10730030012,0.1120251235241749
138,10730030013,0.24544346901500497
139,10730030021,0.03003164193886589
140,10730030022,0.11477338414141539
141,10730031001,0.09560745935039339
142,10730031002,
143,10730031003,0.21095564907917952
144,10730031004,0.2422027832267054
145,10730109006,0.23308167405276103
146,10730109007,0.12655033995178516
147,10730109004,0.16602587061380267
148,10730111041,0.15443851801226288
149,10730112071,0.14806203840903193
150,10730141052,0.16505878779236594
151,10730143011,0.13261975061885062
152,10730143012,0.10230706920985455
153,10730031005,0.4144023546537488
154,10730032001,0.2133491665358648
155,10730033001,0.06801450941528131
156,10730033002,0.2350962505551594
157,10730034001,0.3163599820434636
158,10730034002,0.1357623951436149
159,10730035002,0.06787538272924137
160,10730035003,0.19759276595594924
161,10730036001,0.20903979229697273
162,10730036003,0.13095140617467904
163,10730112072,0.18046362739591848
164,10730112091,0.15384603549097056
165,10730112092,0.20757607715797013
166,10730038032,0.12942089594226086
167,10730144041,0.3021864398232864
168,10730144092,0.342815330324044
169,10730036004,0.1231555099672308
170,10730036006,0.3228335203400723
171,10730037001,0.2595833168700833
172,10730037002,0.19373434378051752
173,10730037003,0.23207266356245843
174,10730037004,0.22742667344964412
175,10730038022,0.057066236708401274
176,10730038023,0.16557539026173773
177,10730038033,0.14372580251006847
178,10730115003,0.1928400360070352
179,10730117031,0.24558333306454144
180,10730117032,0.16831106570044635
181,10730038034,0.12782716788594858
182,10730039001,0.13387830660565267
183,10730040001,0.14641714626887828
184,11170303361,0.3728938091874743
185,10210603001,0.3079681032006676
186,10210604023,0.2617988016768503
187,11170303371,0.3698155939473563
188,11170303043,0.373293975846398
189,11170303032,0.4114147071190821
190,11170303042,0.3858404250081844
191,11170303034,0.37733695275330625
192,11170303033,0.3905071655575816
193,11170303303,0.40914820994692197
194,11170303031,0.45187209144716595
195,11170303053,0.4062765141158287
196,11170303041,0.4046458558728582
197,11170306071,0.33497840894762243
198,11170303203,0.30028836087154265
199,11170303061,0.37121385049052524
200,11170303151,0.2210809823945551
201,11170303153,0.29678084671036564
202,11170303301,0.4275490858637006
203,11170307032,0.25437260031343856
204,11170307042,0.31925402975627515
205,11170303311,0.42403747816714743
206,11170307031,0.21181376202774338
207,11170303341,0.31983711495559286
208,10730111074,0.2827184224958176
209,10730111084,0.25461047061063535
210,10730051013,0.23678136732559546
211,10730051011,
212,10730051031,0.1763716811892552
213,10730049022,0.14759493924858152
214,10730110014,0.2249987118364392
215,10730129131,0.20201509416667798
216,10730129084,0.20225167658250234
217,10730144081,0.2659258327307873
218,10730144043,0.3616102814144265
219,10730129153,0.30717548597301486
220,10730144051,0.27534363661755706
221,10730144101,0.34344024782982396
222,10730144121,0.3380599346590212
223,10730110013,0.23949428219348126
224,10730047013,0.17453592945755517
225,10730108053,0.2299801705182457
226,10730048001,0.4277763376610747
227,10730108013,0.3601518190126788
228,10730108015,0.4689157105471407
229,10730049011,0.187941598928283
230,10730144133,0.36493884970152746
231,10730131004,0.06633463407353075
232,10730107011,0.32352855638504285
233,10730117054,0.26533560670062495
234,10730117051,0.23762742581570354
235,10730108033,0.3197363148469021
236,10730108021,0.49615505738812016
237,10730131001,0.08273451143408078
238,10730107012,0.11648806221682584
239,10730058003,0.0961648293396467
240,10730111082,0.2921226205016091
241,10730023034,0.1626765302592155
242,10730016004,0.27690944364795234
243,10730007001,0.13248595053958628
244,10730055002,0.170554846019129
245,10730118025,0.13861445474283504
246,10730011006,0.14909965655017782
247,10730012003,0.3084309504305193
248,10730101003,0.02982154227613202
249,10730133002,0.09771070100204213
250,10730111081,0.2682924540864161
251,10730140013,0.2227459418030312
252,10730140012,0.2562560968521297
253,10730100011,0.17004562452235056
254,10730140014,0.20757815446940575
255,10730119042,0.2804916585460916
256,10730136015,0.19218941330253383
257,10730001004,0.20742851665395293
258,10730015002,0.2929397450840514
259,10730023052,0.3933119372641679
260,10730125002,0.17600002957649702
261,10730045001,0.05446304631988674
262,11270216001,0.1975762036975203
263,11270217001,0.253734365163757
264,10730123055,0.25754549205091687
265,10730129062,0.40417243282775744
266,10730129152,0.38844904194486435
267,10730129155,0.3355718831870963
268,10730129051,0.4478827748096759
269,10730138011,0.17764428190094805
270,11150402032,0.26607316815060944
271,11150405012,0.47328079017552394
272,11150405011,0.31072015833091365
273,10730047014,0.26618736258150255
274,10730108032,0.24692107903167573
275,10730058001,0.06863235175434142
276,10730058002,0.19755144450309917
277,10730051043,0.12158850250860737
278,10730107064,0.25995371576693566
279,10730108031,0.36408073714656886
280,10730111101,0.15909585586977837
281,10730107062,0.1521715794605597
282,10730107063,0.15615496773985116
283,10730049023,0.19549275024363572
284,10730100013,0.11033532574459272
285,10730108034,0.4793750538475564
286,10730142042,0.32284644613934727
287,10730142045,0.30213285037431103
288,10730142046,0.35186159037704856
289,10730056002,0.22941613880304526
290,10730144132,0.3695401688836453
291,10730144082,0.24385034508585074
292,10730113022,0.2560185565466587
293,10730144102,0.2546167152222618
294,10730005004,0.13584357314655335
295,11170303173,0.35631664489430875
296,11170303201,0.3695353182500539
297,11170303202,0.36506083870130934
298,11170303162,0.3648634997735907
299,11170303163,0.34069123178090843
300,11170303312,0.44122867364287993
301,11270219001,0.22649492857056922
302,11170303313,0.40262638382882204
303,11170303141,0.2956504105006418
304,11170303142,0.21929263184651604
305,11170303332,0.3198247342756902
306,11170303362,0.3646955393537262
307,11170303401,0.39349942091233947
308,11170303402,0.4057625909917566
309,11170303411,0.33561690389803456
310,11170303441,0.38333301314588775
311,11170305012,0.30723579160583425
312,11170305013,0.2700289510696716
313,11170306043,0.3360895497469374
314,11170301031,0.3147957673758043
315,11170306072,0.32467357349640774
316,11170306083,0.3188023552736552
317,11170309002,0.12452670941495975
318,11170304082,0.24866871688065195
319,11170305011,0.23899841928900228
320,11170303451,0.3627241406575726
321,11170304071,0.199805500182835
322,11170309003,0.20867899320922936
323,11150401031,0.23491615475810373
324,11150402051,0.26752506158171
325,11150401041,0.2085205306275121
326,11150401051,0.1984688585233092
327,10730111091,0.30865465135665326
328,10730116003,0.1796743597437485
329,10730035001,0.2276888402181442
330,10730057021,0.16455537898695427
331,10730126023,0.13305326074169319
332,10730128031,0.3529413933563147
333,10730129102,0.27619402347887806
334,10730129151,0.5591017562611861
335,10730129053,0.313841266369945
336,10730129123,0.1819950362936299
337,10730129132,0.22087099891041267
338,10730045002,0.3994490405022112
339,10730051012,0.08460393270994943
340,10730110012,0.3625109825825355
341,10730111071,0.3217365493242849
342,11210115001,0.3704456663732981
343,11270213003,0.19645018984388765
344,11170302171,0.42203019637075806
345,10730101002,
346,10730129121,0.24986054657559414
347,10730129122,0.131399151984921
348,11170301021,0.2807604706109944
349,11170302142,0.32930386021389957
350,11170302143,0.388739457297386
351,11170302163,0.4249592659113507
352,11170303044,0.473120593260407
353,11170303302,0.39787519544765093
354,11170303321,0.4816735136824633
355,11170303333,0.30993554075230023
356,11170303363,0.3738848796132846
357,11170303403,0.3271536146699129
358,11170306082,0.44631522338312657
359,11170303421,0.4501894016197239
360,11170304081,0.25123668820110556
361,11170305021,0.2798551414431107
362,11170307033,0.32549151052818937
363,11170302141,0.35653851522201707
364,11170302151,0.338145778078928
365,11170309001,0.24263084692989068
366,11170306081,0.31858566972036073
367,11170304062,0.1939724420981957
368,11170306042,0.3494115185943969
369,11170307012,0.35662661987112504
370,11170308001,0.32706608792514563
371,11170306091,0.34181305899224546
372,11170306051,0.32583178913795446
373,11170303192,0.26564830302693865
374,11170306041,0.3680324076187055
375,11170306052,0.3320276156827997
376,11170307041,0.288506848815788
377,10730047022,0.3773680274774728
378,11170308002,0.3402929985504811
379,10730057013,0.15971977955075845
380,10730123021,0.28781100857308095
381,10730142034,0.2750667351935403
382,11170303191,0.2421278408186771
383,10090506012,0.19711324226728016
384,10730047012,0.2989344091093151
385,10730047021,0.3417382689576627
386,10730047023,0.32021378631009323
387,10730118031,0.20202154741715983
388,10730118032,0.18472680335794828
389,10730118042,0.14107890780328664
390,10730118043,0.08418850610735702
391,10730119012,0.21194954462661197
392,10730119043,0.16355022696371851
393,10730119041,0.40738435488338043
394,11250106022,0.25057909671549106
395,11150401052,0.17266452201875881
396,11150405014,0.24201505583831562
397,10210604024,0.1214076737575416
398,10210603002,0.24129149306453926
399,10730059102,0.13968154023925694
400,10730129064,0.34965506436193206
401,10730129082,0.22742946938674274
402,10730049012,0.14507048604009898
403,10730124032,0.11772167992538415
404,10730127041,0.32798088978823625
405,10730110021,0.2107518393421232
406,10730108052,0.3217252875914787
407,10730049021,0.17643995984110653
408,10730141021,0.17238989465597587
409,10730142043,0.33770752480300353
410,10730140021,0.10453791272361868
411,10730129111,0.43573672334742986
412,10730111103,0.26248178562400076
413,10730008003,0.1465510680205533
414,10730111113,0.29562358532244326
415,10730142033,0.31624375259827797
416,10730108035,0.42222750757544214
417,10730144042,0.3060861356729798
418,10730141042,0.1227647461957799
419,10730129114,0.38004132538728685
420,10730129061,0.3106178253622508
421,10730138012,0.15732157701754218
422,10730103022,0.045277964270476104
423,10730144122,0.39822483103266615
424,10730129154,0.22991655470011346
425,10730127011,0.27878058833031827
426,10730109002,0.21040865811217652
427,10730036005,0.42385323825340016
428,10730059032,0.06850414528679533
429,10730019021,0.26480988867506544
430,10730038031,0.1232668069448123
431,10730129063,0.3284174557891111
432,10730141051,0.19502144966194193
433,10730123052,0.22130051270518597
434,10730123054,0.1944608396697936
435,10730129113,0.42592269246550846
436,10210604021,0.21179073458198905
437,10730023062,0.39396274971146
438,10730124034,0.3432087666936672
439,10730123042,0.19216552313549332
440,10730118021,0.2128884031569044
441,10730111042,0.21591601962666984
442,10730027001,0.2110262990462525
443,10730129112,0.4050053886341791
444,10730129073,0.31744086239068
445,10730141053,0.20042004476555458
446,10730144052,0.29770668242134923
447,10730144064,0.3025663922943169
448,10730059091,0.07983486808772083
449,10730059101,0.11537570617970738
450,10730059103,0.0862511160492147
451,10730059104,0.18019226404900995
452,10730112081,0.22737878307943465
453,10730129141,0.28282572468246164
454,10730144062,0.33821300734107773
455,10730144131,0.33246665745793946
456,10730144063,0.34365457225667484
457,10730029003,0.10100591761182738
458,10730027003,0.08799529118549916
459,10730111043,0.27959690419252864
460,10730124033,0.15399515551257908
461,10730112101,0.06424200016325851
462,10730112102,0.0890378003106554
463,10730129072,0.2745186913356613
464,10730129083,0.3548898053667241
465,10730121032,0.15208195659448434
466,10730121031,0.42068181693982176
467,11250106011,0.2068598819471074
468,10730103023,0.13299642149834145
469,10730117042,0.29426957977702034
470,10730022002,0.1417278688151613
471,10730020002,0.1389286087367893
472,10730108014,0.4341857065963486
473,10730111093,0.3621368063279232
474,10730144091,0.3348205494166166
475,10730129081,0.22276566330103448
476,10730111072,0.31207877310164456
477,10730128034,0.40438122617973105
478,11250106021,0.22722764733762627
479,10730005002,0.46974600770030916
480,10730114002,0.10739729474519923
481,10730034004,0.1060449621815326
482,10730048002,0.3617485397340522
483,10730050003,0.2524080240801543
484,10730050001,0.1583225690699206
485,10730050002,0.18070041123669844
486,10730052001,0.17276433972076868
487,10730052004,0.27230158275444327
488,10730120011,0.2032355032553373
489,10730120021,0.4556158459748419
490,10730120022,0.22916669400519565
491,10730120023,0.06265217612665216
492,10730052002,0.21821978575877587
493,10730053021,0.20010231165640985
494,10730053022,0.13457571263159696
495,10730053023,0.2800874953913863
496,10730055001,0.32271051548313473
497,10730121034,0.2544113508373599
498,10730121035,0.17001874671827638
499,10730121042,0.2600412693866297
500,10730056003,0.44250186202538627
501,10730056004,0.23894287612907897
502,10730056001,0.43415761152152477
503,10730057011,0.19853324967456848
504,10730057012,0.12704669734631852
505,10730057022,0.1690969832852745
506,10730057024,0.06123930872974488
507,10730121043,0.09002743466333842
508,10730123041,0.21243492963026805
509,10730123051,0.10872765419839822
510,10730124011,0.15544498078341873
511,11270217002,0.15609155579582576
512,11270218002,0.29826863100950707
513,11250101023,0.17781627974536196
514,10090507002,0.24334783767868298
515,10730117052,0.19817960593633613
516,10730111046,0.22744834576239942
517,10730111111,0.24316968626408358
518,10730112063,0.3076612347093508
519,10730116001,0.17074996131485642
520,10730116002,0.2892263110200711
521,10730117041,0.25558026410952844
522,10730143021,0.26007190048410495
523,10730052003,0.12617441526813455
524,10730127032,0.35967513565021114
525,10730127012,0.3199008390119399
526,10730140022,0.17090848844688622
527,10730110011,0.17506916634532743
528,10730108054,0.3863474001206171
529,10730108022,0.3937101753677249
530,10730051042,0.8920769707547761
531,10730142044,0.2990343987998557
532,10730111083,0.2273244801167892
533,10730140011,0.11196951785767235
534,10730102001,0.24820367297974572
535,10730111075,0.34481569299126136
536,10730103013,0.24321965625269737
537,10730144061,0.36601725078855757
538,10730128021,0.572411837645221
539,10730113023,0.3581486270157521
540,10730113021,0.2348373330764102
541,10730113011,0.1954088673502108
542,10070100022,0.299674621215362
543,10070100033,0.3363773704191013
544,10730142031,0.28240742814199954
545,10730051041,0.14493634895617657
546,10730111102,0.16944658092606835
547,10730111092,0.36586523011556193
548,10730127031,0.35049597279627
549,10730111073,0.27226244634376023
550,10730016001,0.14615548414477122
551,10730113012,0.08022403262168248
552,10090507001,0.2667469504938024
553,10090506011,0.2866186096182964
554,10730123053,0.21388801816168437
555,10730132001,0.11542270543612937
556,11170307043,0.30001422597086164
557,11170307011,0.3670489640823438
558,10730001001,0.1093943066204307
559,10730115001,0.2280990190851928
560,10379611001,0.33046563646368216
561,11210112001,0.25331539924782415
562,11210113001,0.21926319693546614
563,11210113005,0.08504774266494278
564,10730132003,0.2111905096698558
565,10730133001,0.15059149293341603
566,10730138013,0.16416185759777638
567,10730001002,0.12363257083041274
568,11210115004,0.13616065340549088
569,10090507003,0.21987435401416106
570,10090506022,0.25411125227778425
571,10730118022,0.08318012998217716
572,10730042003,0.15560215070444894
573,10730042002,0.4353821866097121
574,10730117053,0.2452756731718957
575,10730118023,0.1298107383100822
576,10730117033,0.213582976692449
577,10730117034,0.25542775242894195
578,10730118024,0.20039028612415571
579,10730040003,0.09819157909753941
580,10730040004,0.3078273001987429
581,10730040005,0.14243826093198253
582,10730042001,0.18785845982441024
583,10730040002,0.12782157161361235
584,10730120024,0.21220436245535718
585,11270216002,0.21986567046825406
586,11170301023,0.20205371451975057
587,11170302122,0.3198014476393347
588,11170302133,0.3910261328241643
589,11170302162,0.4242934501918052
590,11170302173,0.4299576077120991
591,11170303164,0.37423389714837185
592,11170303331,0.3242044423803712
593,11170303342,0.42674913125460157
594,11170303422,0.43960918283703504
595,11170306092,0.3854017023349663
596,11170304061,0.25635531360976077
597,11170304051,0.26798409716537863
598,11170302111,0.3966670328888503
599,11170303152,0.3494611567438556
600,11170303161,0.277327605144044
601,11170302121,0.30004626294643455
602,11170302131,0.35766867901726807
603,11170302132,0.44289684814683145
604,11170302161,0.31467293210213354
605,11170302172,0.36753623153625764
606,11170303063,0.33586627468269115
607,11170303314,0.4284675653255813
608,10730016002,0.24979275410494678
609,10730024003,0.22115853031091195
610,10730114003,0.2453863771837387
611,10730021003,0.16195616306679844
612,10730142032,0.27569022913665137
613,10730051032,0.19909029925863775
614,10730038021,0.17731781637272975
615,10730141023,0.36407549835046044
616,10730107052,0.23394862550002438
617,10730108041,0.39731935559722614
618,10730032002,0.2498749078858447
619,10730142041,0.21064287238781526
620,10730103021,0.17389097701331419
621,10730126024,0.17552176395506183
622,10730122001,0.2594464926501905
623,10730112082,0.24721579621229975
624,10730111044,0.24468259028926093
625,10730111112,0.14506921752786367
626,10730111045,0.21926386759630984
627,10730124012,0.1474380146107095
628,10730112061,0.18353951993354448
629,10730128023,0.42991574966359636
630,10730110015,0.17750362221105398
631,10730117061,0.12978777383112314
632,10730036002,0.2576988604984801
633,10730112051,0.2505537021802192
634,10730051033,0.1677613713353765
635,10730030014,0.16999554876539882
636,10730128032,0.3538106220775082
637,10730128033,0.33697741327664177
638,10730110022,0.26525464337790416
639,10730112062,0.1887189618104601
640,10730119013,0.12809085574897444
641,10730121033,0.28645659158719045
642,10730121041,0.2285325999515974
643,10730136011,0.10147448383870433
644,10730114001,0.1353135843197405
645,10730100021,0.2404952697261377
646,10730114004,0.26829547423592964
647,10730120012,0.3122119999379792
648,10730047011,0.21165043357654195
649,10730119011,0.08899206473071569
650,10730038024,0.1781671892748309
651,10730024005,0.20358898514981516
652,10730123022,0.2837406210727068
653,10730143013,0.15082895766739887
654,10730118041,0.12882908985116082
655,10730023031,0.09724195563332666
656,10730115004,0.20073796772010966
657,10730107032,0.4093692902426334
658,10730024001,
659,10730115002,0.1696693034198818
660,10730122002,0.22940081195816991
661,10730034003,0.09417725524804216
662,11170303052,0.41557152306821316
663,11170303062,0.33411537875602293
664,11170303172,0.25396515960660315
665,11170303171,0.3793056228279027
666,11170303051,0.3459579782934726
667,11170301022,0.3651473126280698
